fecha,cola_nombre,alertadas,respondidas,manejadas,no_contestadas,salientes,tiempoManejo,EnPlataforma,Ocupado_GestionBackOffice,Disponible,tiempoAlertado,tiempoConversacion_Entrantes,tasa_abandono,ratio_ocupacion,AHT,ASA,ATT
2025-07-30,CMP_MKT_BGP_ESSD8401,1160,1114,1802,46,688,2.08,461.06,3.67,0.01,0.06,1.67,4.74,99.37,0.04,0.07,0.03
2025-08-01,CMP_COV_BGPURGENCIAS_ESSD8401,17,14,36,3,22,0.13,400.55,0.06,0.03,0.0,0.05,18.52,64.15,0.03,0.09,0.02
2025-08-01,CMP_COV_BGP_ESSD8401,337,315,508,22,193,1.33,405.73,0.92,0.04,0.05,1.03,1.91,82.63,0.03,0.04,0.01
2025-08-01,CMP_MKT_BGPURGENCIAS_ESSD8401,3,3,61,0,58,0.66,424.61,4.57,0.0,0.0,0.08,0.0,99.78,0.03,0.04,0.03
2025-08-01,CMP_MKT_BGP_ESSD8401,1049,994,1692,55,697,2.02,419.81,3.44,0.03,0.06,1.54,2.94,98.72,0.03,0.08,0.03
2025-08-02,CMP_MKT_BGP_ESSD8401,0,0,1,0,1,0.0,396.51,0.0,6.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
2025-08-04,CMP_COV_BGPURGENCIAS_ESSD8401,13,7,41,6,34,0.15,422.06,0.01,0.03,0.0,0.04,30.95,61.17,0.03,0.0,0.03
2025-08-04,CMP_COV_BGP_ESSD8401,462,418,596,44,178,1.63,430.82,0.71,0.13,0.06,1.35,3.4,85.87,0.03,0.04,0.02
2025-08-04,CMP_MKT_BGPURGENCIAS_ESSD8401,8,5,243,3,238,0.9,496.65,4.71,0.01,0.01,0.06,15.0,98.23,0.02,0.15,0.03
2025-08-04,CMP_MKT_BGP_ESSD8401,1314,1224,1881,90,657,2.75,455.23,3.75,0.03,0.09,2.18,3.83,98.8,0.04,0.07,0.03
2025-08-05,CMP_COV_BGPURGENCIAS_ESSD8401,15,9,29,6,20,0.09,413.37,0.39,0.05,0.0,0.02,31.48,60.15,0.02,0.0,0.01
2025-08-05,CMP_COV_BGP_ESSD8401,446,410,560,36,150,1.5,431.36,1.27,0.07,0.05,1.23,2.92,85.59,0.03,0.04,0.02
2025-08-05,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,222,0,215,0.58,489.9,5.74,0.01,0.0,0.07,0.0,94.19,0.02,0.05,0.02
2025-08-05,CMP_MKT_BGP_ESSD8401,1222,1136,1684,86,547,2.32,459.46,3.78,0.03,0.08,1.91,5.53,98.38,0.04,0.08,0.03
2025-08-06,CMP_COV_BGPURGENCIAS_ESSD8401,16,11,51,5,40,0.12,385.86,0.05,0.03,0.0,0.03,22.5,67.23,0.03,0.0,0.02
2025-08-06,CMP_COV_BGP_ESSD8401,426,380,487,46,107,1.54,402.77,0.17,0.05,0.06,1.33,4.25,94.01,0.03,0.05,0.02
2025-08-06,CMP_MKT_BGPURGENCIAS_ESSD8401,5,5,287,0,282,0.64,475.5,5.72,0.0,0.0,0.04,0.0,97.71,0.03,0.04,0.02
2025-08-06,CMP_MKT_BGP_ESSD8401,1188,1134,1618,54,484,2.61,452.2,3.37,0.02,0.09,2.16,7.45,99.17,0.04,0.0,0.03
2025-08-07,CMP_COV_BGPURGENCIAS_ESSD8401,30,20,66,10,46,0.12,388.15,0.18,0.18,0.01,0.05,38.2,54.93,0.03,0.0,0.02
2025-08-07,CMP_COV_BGP_ESSD8401,379,335,502,44,167,1.35,415.55,0.77,0.15,0.05,1.08,4.42,86.37,0.03,0.04,0.02
2025-08-07,CMP_MKT_BGPURGENCIAS_ESSD8401,17,13,232,4,219,0.72,472.62,5.21,0.0,0.01,0.08,27.3,99.37,0.02,0.0,0.01
2025-08-07,CMP_MKT_BGP_ESSD8401,1227,1146,1687,81,540,2.6,458.72,3.5,0.03,0.09,2.13,5.77,97.98,0.04,0.09,0.03
2025-08-08,CMP_COV_BGPURGENCIAS_ESSD8401,31,18,45,13,27,0.08,376.36,0.44,0.08,0.01,0.05,28.75,55.4,0.02,0.0,0.02
2025-08-08,CMP_COV_BGP_ESSD8401,283,261,406,22,145,1.16,388.38,0.4,0.09,0.04,0.91,10.23,82.79,0.03,0.04,0.02
2025-08-08,CMP_MKT_BGPURGENCIAS_ESSD8401,14,13,248,1,235,0.88,433.29,5.32,0.04,0.01,0.12,2.5,92.78,0.02,0.05,0.02
2025-08-08,CMP_MKT_BGP_ESSD8401,952,905,1456,47,551,2.17,423.95,3.14,0.03,0.07,1.73,4.38,97.15,0.03,0.07,0.03
2025-08-11,CMP_COV_BGPURGENCIAS_ESSD8401,19,14,44,5,30,0.13,405.42,0.67,0.03,0.0,0.07,15.93,77.33,0.05,0.17,0.05
2025-08-11,CMP_COV_BGP_ESSD8401,457,419,518,38,99,1.52,399.13,0.46,0.06,0.07,1.3,2.79,84.49,0.03,0.05,0.02
2025-08-11,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,150,1,143,0.7,470.11,4.71,0.0,0.0,0.06,6.25,99.12,0.02,0.08,0.02
2025-08-11,CMP_MKT_BGP_ESSD8401,1148,1081,1805,67,724,2.55,472.99,4.36,0.03,0.09,1.95,4.97,98.66,0.03,0.08,0.03
2025-08-12,CMP_COV_BGPURGENCIAS_ESSD8401,18,11,49,7,38,0.11,400.46,0.33,0.07,0.0,0.05,40.62,61.5,0.03,0.0,0.02
2025-08-12,CMP_COV_BGP_ESSD8401,383,343,444,40,101,1.45,402.44,0.09,0.08,0.06,1.25,3.88,80.91,0.03,0.05,0.02
2025-08-12,CMP_MKT_BGPURGENCIAS_ESSD8401,7,5,144,2,139,0.49,470.7,4.33,1.13,0.0,0.02,26.67,60.23,0.01,0.06,0.01
2025-08-12,CMP_MKT_BGP_ESSD8401,1086,1021,1806,65,785,2.2,465.96,4.38,0.02,0.07,1.63,10.72,92.51,0.03,0.0,0.03
2025-08-13,CMP_COV_BGPURGENCIAS_ESSD8401,12,8,37,4,29,0.11,390.06,0.31,0.13,0.0,0.03,35.42,40.99,0.02,0.0,0.02
2025-08-13,CMP_COV_BGP_ESSD8401,382,363,485,19,122,1.49,414.28,1.07,0.07,0.05,1.27,1.78,84.18,0.03,0.04,0.02
2025-08-13,CMP_MKT_BGPURGENCIAS_ESSD8401,0,0,168,0,168,1.1,481.36,6.87,0.01,0.0,0.0,0.0,99.44,0.02,0.0,0.0
2025-08-13,CMP_MKT_BGP_ESSD8401,973,928,1684,45,756,2.36,438.6,3.72,0.02,0.08,1.76,4.14,98.71,0.03,0.08,0.03
2025-08-14,CMP_COV_BGPURGENCIAS_ESSD8401,40,16,58,24,42,0.11,399.41,0.54,0.08,0.01,0.06,49.87,54.59,0.03,0.0,0.04
2025-08-14,CMP_COV_BGP_ESSD8401,358,331,474,27,143,1.53,417.51,0.52,0.08,0.06,1.2,2.87,82.45,0.03,0.04,0.01
2025-08-14,CMP_MKT_BGPURGENCIAS_ESSD8401,12,10,98,2,88,0.59,468.38,3.76,0.0,0.01,0.09,9.82,98.01,0.03,0.12,0.03
2025-08-14,CMP_MKT_BGP_ESSD8401,854,808,1521,46,713,2.12,442.47,4.24,0.04,0.06,1.59,9.61,94.85,0.04,0.0,0.03
2025-08-18,CMP_COV_BGPURGENCIAS_ESSD8401,31,19,62,12,43,0.15,365.84,0.94,0.11,0.01,0.07,35.67,49.45,0.03,0.0,0.03
2025-08-18,CMP_COV_BGP_ESSD8401,488,432,811,56,379,2.29,413.83,1.14,0.06,0.07,1.7,4.98,90.61,0.04,0.05,0.02
2025-08-18,CMP_MKT_BGPURGENCIAS_ESSD8401,10,8,149,2,141,0.56,484.33,5.36,0.42,0.0,0.05,6.67,81.38,0.02,0.09,0.02
2025-08-18,CMP_MKT_BGP_ESSD8401,1187,1094,1839,93,745,2.77,460.65,3.6,0.03,0.1,2.17,9.08,98.37,0.03,0.08,0.03
2025-08-19,CMP_COV_BGPURGENCIAS_ESSD8401,13,11,57,2,46,0.16,386.73,0.16,0.1,0.0,0.03,15.62,52.69,0.02,0.0,0.02
2025-08-19,CMP_COV_BGP_ESSD8401,533,462,550,71,88,1.75,417.81,0.78,0.11,0.06,1.57,6.01,82.04,0.04,0.06,0.03
2025-08-19,CMP_MKT_BGPURGENCIAS_ESSD8401,4,4,156,0,152,0.63,487.93,6.36,0.0,0.0,0.04,0.0,97.25,0.02,0.02,0.01
2025-08-19,CMP_MKT_BGP_ESSD8401,1112,1031,1740,81,708,2.53,457.36,4.12,0.04,0.08,1.96,3.97,98.26,0.04,0.08,0.04
2025-08-20,CMP_COV_BGPURGENCIAS_ESSD8401,21,16,54,5,38,0.16,395.33,0.35,0.14,0.01,0.06,14.58,67.03,0.03,0.18,0.03
2025-08-20,CMP_COV_BGP_ESSD8401,482,437,536,45,99,2.43,430.68,0.28,0.13,0.07,2.14,5.22,90.25,0.04,0.06,0.02
2025-08-20,CMP_MKT_BGPURGENCIAS_ESSD8401,4,4,128,0,124,0.61,478.13,5.69,0.03,0.0,0.04,0.0,93.44,0.03,0.03,0.01
2025-08-20,CMP_MKT_BGP_ESSD8401,1053,982,1730,71,748,2.36,458.72,4.14,0.03,0.08,1.78,2.87,98.78,0.03,0.08,0.03
2025-08-21,CMP_COV_BGPURGENCIAS_ESSD8401,21,17,65,4,48,0.13,372.99,0.32,0.26,0.0,0.04,17.59,71.42,0.02,0.15,0.02
2025-08-21,CMP_COV_BGP_ESSD8401,515,462,561,53,99,2.04,410.18,0.24,0.05,0.08,1.8,4.01,94.13,0.04,0.08,0.03
2025-08-21,CMP_MKT_BGPURGENCIAS_ESSD8401,1,0,155,1,155,0.99,506.41,3.17,0.53,0.0,0.0,33.33,67.27,0.02,0.0,0.0
2025-08-21,CMP_MKT_BGP_ESSD8401,948,881,1762,67,881,2.04,462.78,4.7,0.03,0.07,1.47,4.62,92.3,0.03,0.08,0.03
2025-08-22,CMP_COV_BGPURGENCIAS_ESSD8401,17,9,58,8,49,0.12,372.33,0.13,0.11,0.0,0.03,33.33,54.71,0.02,0.0,0.02
2025-08-22,CMP_COV_BGP_ESSD8401,450,394,523,56,129,1.79,412.29,0.95,0.07,0.06,1.54,4.9,85.61,0.04,0.06,0.02
2025-08-22,CMP_MKT_BGPURGENCIAS_ESSD8401,8,8,104,0,96,0.42,441.8,4.64,0.01,0.0,0.08,0.0,97.03,0.03,0.05,0.02
2025-08-22,CMP_MKT_BGP_ESSD8401,856,780,1521,76,741,2.03,402.0,3.67,0.02,0.07,1.49,3.57,97.81,0.03,0.07,0.03
2025-08-25,CMP_COV_BGPURGENCIAS_ESSD8401,18,12,42,6,30,0.11,396.74,0.44,0.04,0.01,0.04,38.54,47.07,0.02,0.0,0.02
2025-08-25,CMP_COV_BGP_ESSD8401,557,460,667,97,207,1.86,403.74,0.52,0.07,0.07,1.51,5.7,83.33,0.03,0.06,0.02
2025-08-25,CMP_MKT_BGPURGENCIAS_ESSD8401,3,3,251,0,248,0.58,499.89,6.52,0.07,0.0,0.02,0.0,92.33,0.02,0.03,0.01
2025-08-25,CMP_MKT_BGP_ESSD8401,1174,1095,1884,79,789,2.53,455.82,4.01,0.03,0.08,1.94,3.13,97.4,0.03,0.07,0.03
2025-08-26,CMP_COV_BGPURGENCIAS_ESSD8401,17,12,42,5,30,0.13,387.18,0.36,0.03,0.0,0.04,20.37,67.6,0.02,0.0,0.02
2025-08-26,CMP_COV_BGP_ESSD8401,442,378,513,64,135,1.5,416.08,0.36,0.06,0.07,1.27,4.46,83.78,0.03,0.05,0.01
2025-08-26,CMP_MKT_BGPURGENCIAS_ESSD8401,6,5,293,1,288,0.73,437.93,5.35,0.24,0.0,0.02,14.29,84.74,0.02,0.0,0.01
2025-08-26,CMP_MKT_BGP_ESSD8401,1125,1083,1843,42,760,2.41,464.38,4.11,0.05,0.07,1.87,2.97,97.77,0.03,0.07,0.03
2025-08-27,CMP_COV_BGPURGENCIAS_ESSD8401,12,9,46,3,37,0.09,400.77,0.69,0.07,0.0,0.02,20.83,56.32,0.02,0.0,0.02
2025-08-27,CMP_COV_BGP_ESSD8401,456,375,494,81,119,1.56,408.36,0.36,0.08,0.08,1.32,5.78,80.83,0.03,0.05,0.01
2025-08-27,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,240,1,233,0.75,479.25,5.13,0.01,0.0,0.06,7.14,96.53,0.03,0.06,0.02
2025-08-27,CMP_MKT_BGP_ESSD8401,1117,1070,1637,47,567,2.14,456.97,4.11,0.04,0.07,1.69,2.21,95.42,0.03,0.06,0.03
2025-08-28,CMP_COV_BGPURGENCIAS_ESSD8401,14,11,43,3,32,0.15,410.12,0.69,0.15,0.0,0.05,18.75,71.35,0.03,0.0,0.02
2025-08-28,CMP_COV_BGP_ESSD8401,395,326,440,69,114,1.45,382.13,0.15,0.15,0.09,1.22,6.07,85.28,0.03,0.07,0.02
2025-08-28,CMP_MKT_BGPURGENCIAS_ESSD8401,9,8,263,1,255,1.03,497.12,5.96,0.36,0.0,0.09,8.33,82.92,0.02,0.05,0.03
2025-08-28,CMP_MKT_BGP_ESSD8401,1075,1019,1443,56,424,2.08,460.47,4.18,0.03,0.08,1.73,3.78,95.06,0.03,0.07,0.03
2025-08-29,CMP_COV_BGPURGENCIAS_ESSD8401,13,11,54,2,43,0.23,382.53,0.2,0.09,0.0,0.07,8.33,63.84,0.05,0.13,0.04
2025-08-29,CMP_COV_BGP_ESSD8401,394,314,489,80,175,1.53,386.05,0.56,0.09,0.06,1.19,6.65,78.93,0.03,0.06,0.02
2025-08-29,CMP_MKT_BGPURGENCIAS_ESSD8401,5,5,294,0,289,0.66,440.61,4.72,0.01,0.0,0.02,0.0,94.85,0.02,0.02,0.01
2025-08-29,CMP_MKT_BGP_ESSD8401,1024,981,1480,43,499,2.19,435.4,3.81,0.02,0.07,1.71,5.84,94.97,0.03,0.0,0.03
2025-09-01,CMP_COV_BGPURGENCIAS_ESSD8401,19,16,16,3,0,0.08,403.98,0.54,0.13,0.01,0.08,11.67,47.5,0.03,0.16,0.03
2025-09-01,CMP_COV_BGP_ESSD8401,501,405,758,96,351,2.17,421.16,0.73,0.1,0.08,1.58,24.89,85.92,0.03,0.0,0.0
2025-09-01,CMP_MKT_BGPURGENCIAS_ESSD8401,11,10,208,1,198,0.77,515.35,4.95,0.03,0.0,0.07,2.86,95.22,0.03,0.07,0.02
2025-09-01,CMP_MKT_BGP_ESSD8401,1433,1306,1778,127,472,2.95,473.87,3.89,0.04,0.11,2.46,7.71,98.69,0.04,0.08,0.03
2025-09-02,CMP_COV_BGPURGENCIAS_ESSD8401,17,14,14,3,0,0.05,407.38,0.26,0.08,0.0,0.04,25.93,42.89,0.03,0.0,0.02
2025-09-02,CMP_COV_BGP_ESSD8401,573,447,662,126,214,1.6,409.08,1.03,0.07,0.07,1.29,14.35,83.33,0.03,0.0,0.0
2025-09-02,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,218,1,211,0.91,529.61,3.35,0.0,0.0,0.03,8.33,99.64,0.02,0.09,0.01
2025-09-02,CMP_MKT_BGP_ESSD8401,1356,1255,1762,101,507,3.1,475.41,3.99,0.03,0.11,2.54,5.17,98.39,0.04,0.08,0.03
2025-09-03,CMP_COV_BGPURGENCIAS_ESSD8401,13,11,11,2,0,0.05,362.7,0.07,0.08,0.0,0.05,14.29,50.85,0.04,0.16,0.04
2025-09-03,CMP_COV_BGP_ESSD8401,475,383,543,92,160,1.59,429.85,1.58,0.05,0.07,1.32,5.54,84.87,0.03,0.06,0.02
2025-09-03,CMP_MKT_BGPURGENCIAS_ESSD8401,10,8,232,2,224,1.04,528.68,4.03,0.01,0.01,0.06,6.25,92.24,0.02,0.08,0.02
2025-09-03,CMP_MKT_BGP_ESSD8401,1454,1359,1791,95,430,3.15,477.62,3.85,0.03,0.12,2.66,3.96,98.59,0.04,0.09,0.03
2025-09-04,CMP_COV_BGPURGENCIAS_ESSD8401,15,13,13,2,0,0.05,404.68,0.41,0.05,0.0,0.05,16.67,53.08,0.02,0.12,0.02
2025-09-04,CMP_COV_BGP_ESSD8401,439,355,461,84,106,1.72,411.61,0.31,0.08,0.08,1.48,6.88,85.68,0.03,0.06,0.02
2025-09-04,CMP_MKT_BGPURGENCIAS_ESSD8401,1,1,177,0,176,0.8,544.37,5.42,0.03,0.0,0.01,0.0,96.48,0.02,0.05,0.01
2025-09-04,CMP_MKT_BGP_ESSD8401,1271,1194,1652,77,457,2.71,480.69,3.76,0.04,0.11,2.2,3.37,97.68,0.04,0.09,0.03
2025-09-05,CMP_COV_BGPURGENCIAS_ESSD8401,12,10,10,2,0,0.07,397.62,0.3,0.03,0.0,0.06,19.05,80.38,0.04,0.0,0.04
2025-09-05,CMP_COV_BGP_ESSD8401,407,339,458,68,119,1.61,399.52,0.19,0.03,0.07,1.36,5.76,94.84,0.03,0.06,0.02
2025-09-05,CMP_MKT_BGPURGENCIAS_ESSD8401,3,3,187,0,184,0.71,440.32,3.8,0.05,0.0,0.01,0.0,89.87,0.02,0.03,0.0
2025-09-05,CMP_MKT_BGP_ESSD8401,1079,1003,1458,76,455,2.38,432.32,3.32,0.03,0.09,1.92,4.09,98.14,0.04,0.08,0.03
2025-09-08,CMP_COV_BGPURGENCIAS_ESSD8401,34,29,108,5,79,0.19,421.67,0.49,0.21,0.01,0.09,10.17,78.97,0.03,0.13,0.03
2025-09-08,CMP_COV_BGP_ESSD8401,537,484,612,53,128,1.81,429.5,0.22,0.12,0.06,1.62,5.09,82.8,0.03,0.05,0.02
2025-09-08,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,238,0,231,0.7,499.29,4.83,0.72,0.0,0.03,0.0,82.52,0.02,0.06,0.01
2025-09-08,CMP_MKT_BGP_ESSD8401,1122,1050,1624,72,574,2.45,466.5,3.8,0.02,0.09,1.88,4.23,98.77,0.04,0.09,0.03
2025-09-09,CMP_COV_BGPURGENCIAS_ESSD8401,23,15,53,8,38,0.15,405.42,0.16,0.09,0.01,0.06,14.2,63.31,0.04,0.18,0.04
2025-09-09,CMP_COV_BGP_ESSD8401,618,553,661,65,107,1.93,419.39,0.11,0.11,0.08,1.71,4.78,79.1,0.04,0.07,0.02
2025-09-09,CMP_MKT_BGPURGENCIAS_ESSD8401,4,4,207,0,203,0.46,492.05,5.27,0.03,0.0,0.01,0.0,89.1,0.02,0.03,0.01
2025-09-09,CMP_MKT_BGP_ESSD8401,1278,1215,1856,63,641,2.69,470.39,3.73,0.03,0.09,2.1,2.79,98.83,0.04,0.09,0.04
2025-09-10,CMP_COV_BGPURGENCIAS_ESSD8401,25,15,43,10,28,0.12,363.15,0.35,0.06,0.01,0.06,31.33,61.47,0.03,0.0,0.03
2025-09-10,CMP_COV_BGP_ESSD8401,584,519,658,65,139,1.92,437.6,0.94,0.07,0.07,1.65,12.24,84.04,0.03,0.06,0.02
2025-09-10,CMP_MKT_BGPURGENCIAS_ESSD8401,12,6,136,6,130,0.58,489.84,3.4,0.01,0.01,0.05,26.79,98.76,0.02,0.19,0.02
2025-09-10,CMP_MKT_BGP_ESSD8401,1278,1218,1741,60,523,2.58,466.58,3.49,0.01,0.09,2.09,3.25,99.25,0.04,0.09,0.03
2025-09-11,CMP_COV_BGPURGENCIAS_ESSD8401,13,11,48,2,37,0.13,358.55,0.24,0.05,0.0,0.05,8.33,63.84,0.04,0.14,0.03
2025-09-11,CMP_COV_BGP_ESSD8401,570,506,620,64,114,2.04,408.25,0.16,0.06,0.08,1.82,6.07,89.54,0.04,0.07,0.03
2025-09-11,CMP_MKT_BGPURGENCIAS_ESSD8401,5,5,210,0,205,0.7,493.1,5.95,0.09,0.0,0.05,0.0,89.04,0.02,0.04,0.02
2025-09-11,CMP_MKT_BGP_ESSD8401,1007,951,1422,56,471,2.09,464.44,3.78,0.03,0.08,1.67,3.06,96.1,0.03,0.08,0.03
2025-09-12,CMP_COV_BGPURGENCIAS_ESSD8401,17,12,62,5,50,0.13,359.6,0.04,0.05,0.0,0.05,22.22,67.37,0.03,0.14,0.03
2025-09-12,CMP_COV_BGP_ESSD8401,520,485,616,35,131,2.05,383.71,0.75,0.07,0.07,1.8,3.49,86.69,0.03,0.05,0.02
2025-09-12,CMP_MKT_BGPURGENCIAS_ESSD8401,3,3,64,0,61,0.25,437.12,4.08,0.0,0.0,0.01,0.0,97.81,0.02,0.05,0.01
2025-09-12,CMP_MKT_BGP_ESSD8401,937,897,1499,40,601,1.97,424.89,3.72,0.03,0.06,1.46,3.64,96.59,0.03,0.08,0.03
2025-09-15,CMP_COV_BGPURGENCIAS_ESSD8401,24,21,40,3,19,0.1,430.26,0.56,0.06,0.0,0.07,6.94,73.83,0.04,0.14,0.03
2025-09-15,CMP_COV_BGP_ESSD8401,718,587,699,131,112,1.82,427.0,0.74,0.1,0.08,1.62,13.51,80.84,0.03,0.06,0.02
2025-09-15,CMP_MKT_BGPURGENCIAS_ESSD8401,6,1,80,5,79,0.48,485.81,5.19,0.01,0.01,0.01,27.78,98.81,0.02,0.38,0.01
2025-09-15,CMP_MKT_BGP_ESSD8401,1315,1235,1856,80,620,2.94,458.28,3.93,0.03,0.1,2.35,3.9,98.91,0.03,0.07,0.03
2025-09-16,CMP_COV_BGPURGENCIAS_ESSD8401,17,13,45,4,32,0.07,409.23,0.12,0.1,0.0,0.03,21.67,59.33,0.02,0.0,0.02
2025-09-16,CMP_COV_BGP_ESSD8401,760,636,733,124,97,1.93,422.3,0.58,0.12,0.09,1.75,6.96,82.95,0.04,0.08,0.03
2025-09-16,CMP_MKT_BGPURGENCIAS_ESSD8401,15,9,15,6,6,0.12,484.16,3.02,0.01,0.01,0.08,16.67,78.74,0.02,0.13,0.02
2025-09-16,CMP_MKT_BGP_ESSD8401,1143,1090,1708,53,618,2.5,467.66,3.97,0.02,0.08,1.91,2.91,98.55,0.03,0.07,0.03
2025-09-17,CMP_COV_BGPURGENCIAS_ESSD8401,19,13,31,6,18,0.1,403.29,0.15,0.02,0.0,0.05,22.22,68.72,0.03,0.0,0.03
2025-09-17,CMP_COV_BGP_ESSD8401,716,557,651,159,94,1.86,406.12,1.18,0.13,0.09,1.69,10.63,83.02,0.03,0.09,0.03
2025-09-17,CMP_MKT_BGPURGENCIAS_ESSD8401,8,8,70,0,62,0.78,471.32,0.82,0.01,0.01,0.14,0.0,99.01,0.02,0.1,0.04
2025-09-17,CMP_MKT_BGP_ESSD8401,1201,1133,1751,68,618,2.59,463.48,4.2,0.04,0.08,2.02,8.25,97.28,0.03,0.07,0.03
2025-09-18,CMP_COV_BGPURGENCIAS_ESSD8401,30,19,38,11,19,0.08,392.29,0.25,0.05,0.01,0.04,31.67,62.58,0.02,0.0,0.02
2025-09-18,CMP_COV_BGP_ESSD8401,608,495,569,113,74,1.8,411.65,0.64,0.08,0.09,1.63,7.19,87.41,0.03,0.08,0.02
2025-09-18,CMP_MKT_BGPURGENCIAS_ESSD8401,3,2,73,1,71,0.36,483.67,4.01,0.01,0.0,0.02,8.33,94.52,0.02,0.06,0.01
2025-09-18,CMP_MKT_BGP_ESSD8401,1291,1215,1749,76,534,2.33,465.76,3.85,0.03,0.08,1.85,8.27,94.91,0.03,0.07,0.03
2025-09-19,CMP_COV_BGPURGENCIAS_ESSD8401,19,14,46,5,32,0.1,404.55,0.44,0.05,0.0,0.04,21.97,65.09,0.03,0.0,0.03
2025-09-19,CMP_COV_BGP_ESSD8401,518,480,614,38,134,1.8,371.33,0.62,0.07,0.05,1.55,7.26,88.48,0.04,0.07,0.03
2025-09-19,CMP_MKT_BGPURGENCIAS_ESSD8401,1,1,51,0,50,0.35,430.23,4.9,0.01,0.0,0.02,0.0,93.95,0.02,0.04,0.02
2025-09-19,CMP_MKT_BGP_ESSD8401,1001,961,1543,40,582,2.05,425.86,3.72,0.03,0.06,1.57,4.2,97.68,0.03,0.07,0.03
2025-09-22,CMP_COV_BGPURGENCIAS_ESSD8401,29,19,65,10,46,0.15,420.04,0.18,0.07,0.01,0.07,26.67,64.45,0.03,0.29,0.03
2025-09-22,CMP_COV_BGP_ESSD8401,637,603,712,34,109,2.0,444.47,0.77,0.17,0.07,1.79,2.59,81.75,0.03,0.05,0.02
2025-09-22,CMP_MKT_BGPURGENCIAS_ESSD8401,8,8,105,0,97,0.5,478.18,4.91,0.13,0.0,0.05,0.0,83.1,0.07,0.07,0.02
2025-09-22,CMP_MKT_BGP_ESSD8401,1369,1313,1908,56,595,2.32,457.02,3.62,0.03,0.08,1.85,3.32,96.78,0.03,0.08,0.03
2025-09-23,CMP_COV_BGPURGENCIAS_ESSD8401,31,22,62,9,40,0.17,420.04,0.17,0.1,0.01,0.07,24.83,69.36,0.03,0.19,0.03
2025-09-23,CMP_COV_BGP_ESSD8401,545,506,611,39,105,1.94,427.52,0.43,0.12,0.07,1.73,7.71,86.14,0.04,0.08,0.03
2025-09-23,CMP_MKT_BGPURGENCIAS_ESSD8401,5,5,103,0,98,0.49,484.53,3.35,0.03,0.0,0.06,0.0,94.91,0.02,0.08,0.03
2025-09-23,CMP_MKT_BGP_ESSD8401,1301,1243,1815,58,572,2.26,468.17,3.93,0.02,0.08,1.77,6.49,97.9,0.03,0.0,0.03
2025-09-24,CMP_COV_BGPURGENCIAS_ESSD8401,20,18,62,2,44,0.1,371.03,0.2,0.1,0.0,0.04,12.5,61.52,0.02,0.13,0.02
2025-09-24,CMP_COV_BGP_ESSD8401,570,535,635,35,100,2.22,410.68,0.83,0.1,0.07,1.97,2.95,90.15,0.04,0.05,0.03
2025-09-24,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,41,0,34,0.63,483.98,2.6,0.05,0.01,0.19,0.0,86.97,0.05,0.13,0.05
2025-09-24,CMP_MKT_BGP_ESSD8401,1208,1163,1651,45,488,2.09,465.01,4.13,0.02,0.08,1.67,2.91,98.3,0.03,0.08,0.03
2025-09-25,CMP_COV_BGPURGENCIAS_ESSD8401,17,15,37,2,22,0.08,391.0,0.23,0.06,0.0,0.03,7.58,68.46,0.03,0.16,0.02
2025-09-25,CMP_COV_BGP_ESSD8401,552,521,612,31,91,2.15,411.8,0.23,0.09,0.07,1.93,2.71,83.49,0.04,0.05,0.03
2025-09-25,CMP_MKT_BGPURGENCIAS_ESSD8401,13,11,31,2,20,0.08,483.95,5.27,0.02,0.0,0.03,12.35,70.62,0.02,0.03,0.01
2025-09-25,CMP_MKT_BGP_ESSD8401,1258,1191,1784,67,593,2.2,470.71,3.94,0.02,0.08,1.73,3.2,99.1,0.03,0.08,0.03
2025-09-26,CMP_COV_BGPURGENCIAS_ESSD8401,10,7,27,3,20,0.07,396.01,0.14,0.03,0.0,0.02,16.67,67.77,0.02,0.24,0.01
2025-09-26,CMP_COV_BGP_ESSD8401,537,491,595,46,104,2.06,396.91,0.35,0.06,0.07,1.84,4.59,91.79,0.04,0.07,0.03
2025-09-26,CMP_MKT_BGPURGENCIAS_ESSD8401,14,13,52,1,39,0.15,414.4,4.83,0.01,0.0,0.04,10.0,80.13,0.02,0.05,0.01
2025-09-26,CMP_MKT_BGP_ESSD8401,1021,993,1668,28,675,1.96,410.95,3.3,0.03,0.07,1.44,1.5,98.84,0.03,0.09,0.03
2025-09-29,CMP_COV_BGPURGENCIAS_ESSD8401,19,14,14,5,0,0.05,411.72,1.76,0.09,0.0,0.04,31.25,44.34,0.02,0.0,0.02
2025-09-29,CMP_COV_BGP_ESSD8401,597,553,715,44,162,1.77,425.06,1.66,0.14,0.07,1.51,9.03,78.78,0.03,0.05,0.02
2025-09-29,CMP_MKT_BGPURGENCIAS_ESSD8401,15,15,101,0,86,0.54,483.91,3.23,0.0,0.01,0.13,0.0,97.88,0.03,0.12,0.03
