fecha,cola_nombre,alertadas,respondidas,manejadas,no_contestadas,salientes,tiempoManejo,EnPlataforma,Ocupado_GestionBackOffice,Disponible,tiempoAlertado,tiempoConversacion_Entrantes,tasa_abandono,ratio_ocupacion,AHT,ASA,ATT
2025-11-26,CMP_MKT_BGP_ESSD8401,1188,1143,1675,45,532,2.04,465.81,3.64,0.04,0.08,1.66,2.22,95.09,0.04,0.1,0.04
2025-11-27,CMP_COV_BGPURGENCIAS_ESSD8401,8,8,8,0,0,0.04,364.73,0.0,0.08,0.0,0.04,0.0,48.2,0.04,0.11,0.03
2025-11-27,CMP_COV_BGP_ESSD8401,523,463,591,60,128,1.59,393.41,1.0,0.06,0.08,1.36,4.53,85.17,0.03,0.08,0.02
2025-11-27,CMP_MKT_BGPURGENCIAS_ESSD8401,15,13,75,2,62,0.32,446.19,3.36,0.04,0.01,0.09,5.71,88.63,0.03,0.09,0.02
2025-11-27,CMP_MKT_BGP_ESSD8401,1165,1128,1693,37,565,1.9,473.31,3.75,0.03,0.07,1.51,2.15,97.62,0.04,0.1,0.04
2025-11-28,CMP_COV_BGPURGENCIAS_ESSD8401,17,13,13,4,0,0.07,389.05,0.49,0.04,0.01,0.06,21.43,70.14,0.03,0.24,0.03
2025-11-28,CMP_COV_BGP_ESSD8401,451,425,646,26,220,1.88,425.34,1.53,0.07,0.08,1.54,2.96,95.78,0.03,0.07,0.02
2025-11-28,CMP_MKT_BGPURGENCIAS_ESSD8401,14,11,144,3,133,0.5,457.35,4.02,0.02,0.01,0.1,13.49,92.61,0.03,0.1,0.02
2025-11-28,CMP_MKT_BGP_ESSD8401,1064,1030,1422,34,392,2.01,421.17,2.77,0.04,0.08,1.71,2.44,95.13,0.04,0.09,0.03
2025-12-01,CMP_COV_BGPURGENCIAS_ESSD8401,25,20,46,5,26,0.08,402.94,0.27,0.07,0.01,0.05,17.27,60.65,0.02,0.0,0.02
2025-12-01,CMP_COV_BGP_ESSD8401,600,550,696,50,146,1.69,415.31,1.06,0.18,0.08,1.49,9.76,73.12,0.03,0.06,0.02
2025-12-01,CMP_MKT_BGPURGENCIAS_ESSD8401,13,12,33,1,21,0.24,476.38,3.43,0.08,0.01,0.12,6.25,76.85,0.03,0.12,0.04
2025-12-01,CMP_MKT_BGP_ESSD8401,1345,1270,1837,75,566,2.34,462.42,3.72,0.04,0.1,1.97,3.09,96.4,0.04,0.09,0.03
2025-12-02,CMP_COV_BGPURGENCIAS_ESSD8401,22,20,32,2,12,0.12,439.99,0.24,0.05,0.01,0.09,9.26,76.12,0.04,0.16,0.04
2025-12-02,CMP_COV_BGP_ESSD8401,564,517,674,47,157,2.01,440.13,1.42,0.11,0.09,1.74,3.96,82.39,0.03,0.09,0.02
2025-12-02,CMP_MKT_BGPURGENCIAS_ESSD8401,15,15,88,0,73,0.68,492.98,2.77,0.04,0.01,0.18,0.0,86.2,0.05,0.12,0.05
2025-12-02,CMP_MKT_BGP_ESSD8401,1241,1194,1692,47,498,1.95,485.53,4.21,0.04,0.08,1.6,1.93,97.14,0.04,0.08,0.03
2025-12-03,CMP_COV_BGPURGENCIAS_ESSD8401,14,11,46,3,35,0.09,408.15,0.48,0.06,0.0,0.02,15.0,53.7,0.02,0.21,0.02
2025-12-03,CMP_COV_BGP_ESSD8401,544,507,699,37,192,2.13,425.33,0.7,0.11,0.09,1.83,3.29,72.66,0.03,0.07,0.02
2025-12-03,CMP_MKT_BGPURGENCIAS_ESSD8401,15,15,80,0,65,0.66,544.19,1.78,0.0,0.01,0.15,0.0,99.51,0.03,0.12,0.03
2025-12-03,CMP_MKT_BGP_ESSD8401,1165,1113,1537,52,424,2.07,486.69,3.81,0.07,0.09,1.73,7.16,93.61,0.04,0.1,0.03
2025-12-04,CMP_COV_BGPURGENCIAS_ESSD8401,33,28,58,5,30,0.13,371.58,0.53,0.36,0.01,0.07,11.81,54.05,0.03,0.22,0.03
2025-12-04,CMP_COV_BGP_ESSD8401,561,527,653,34,126,2.06,392.1,0.27,0.34,0.09,1.81,2.98,69.66,0.03,0.07,0.02
2025-12-04,CMP_MKT_BGPURGENCIAS_ESSD8401,6,6,109,0,103,0.85,567.73,5.15,0.0,0.0,0.09,0.0,97.66,0.02,0.09,0.02
2025-12-04,CMP_MKT_BGP_ESSD8401,1164,1110,1599,54,487,1.89,482.75,3.92,0.28,0.08,1.52,5.69,94.19,0.04,0.0,0.0
2025-12-05,CMP_COV_BGPURGENCIAS_ESSD8401,21,19,45,2,26,0.11,409.87,1.02,0.07,0.01,0.06,7.41,64.65,0.03,0.13,0.02
2025-12-05,CMP_COV_BGP_ESSD8401,347,325,472,22,147,1.58,385.62,0.6,0.15,0.07,1.33,2.75,77.63,0.04,0.06,0.02
2025-12-05,CMP_MKT_BGPURGENCIAS_ESSD8401,23,22,84,1,62,0.68,502.95,4.12,0.0,0.01,0.3,8.33,98.34,0.03,0.12,0.03
2025-12-05,CMP_MKT_BGP_ESSD8401,1102,1057,1568,45,511,2.03,423.54,3.08,0.04,0.09,1.65,2.62,97.61,0.04,0.1,0.03
2025-12-09,CMP_COV_BGPURGENCIAS_ESSD8401,27,27,27,0,0,0.07,443.93,0.58,0.06,0.01,0.07,0.0,62.53,0.02,0.16,0.02
2025-12-09,CMP_COV_BGP_ESSD8401,707,624,825,83,201,2.61,433.52,0.26,0.1,0.14,2.24,7.07,89.86,0.03,0.11,0.03
2025-12-09,CMP_MKT_BGPURGENCIAS_ESSD8401,21,19,159,2,140,0.39,568.34,6.78,0.01,0.01,0.11,4.08,95.85,0.03,0.09,0.03
2025-12-09,CMP_MKT_BGP_ESSD8401,1499,1402,1816,97,413,2.73,486.08,3.42,0.03,0.12,2.36,3.85,95.69,0.04,0.12,0.04
2025-12-10,CMP_COV_BGPURGENCIAS_ESSD8401,21,17,17,4,0,0.05,436.77,0.34,0.05,0.01,0.05,12.86,65.31,0.02,0.2,0.02
2025-12-10,CMP_COV_BGP_ESSD8401,619,558,732,61,174,2.23,434.1,0.16,0.08,0.11,1.96,5.27,87.78,0.03,0.09,0.02
2025-12-10,CMP_MKT_BGPURGENCIAS_ESSD8401,19,19,142,0,123,0.32,484.96,5.39,0.0,0.01,0.09,0.0,95.08,0.03,0.05,0.01
2025-12-10,CMP_MKT_BGP_ESSD8401,1257,1205,1679,52,474,2.4,477.67,3.3,0.04,0.11,1.96,2.7,94.2,0.04,0.11,0.03
2025-12-11,CMP_COV_BGPURGENCIAS_ESSD8401,22,20,20,2,0,0.06,415.35,0.42,0.03,0.01,0.06,13.89,67.38,0.03,0.0,0.03
2025-12-11,CMP_COV_BGP_ESSD8401,634,567,695,67,128,2.44,418.87,0.31,0.09,0.13,2.16,5.64,88.28,0.04,0.11,0.03
2025-12-11,CMP_MKT_BGPURGENCIAS_ESSD8401,8,8,51,0,43,0.19,457.03,4.77,0.0,0.01,0.07,0.0,99.48,0.02,0.08,0.02
2025-12-11,CMP_MKT_BGP_ESSD8401,1081,1055,1617,26,562,1.96,463.8,3.71,0.03,0.08,1.56,1.49,95.96,0.04,0.1,0.03
2025-12-12,CMP_COV_BGPURGENCIAS_ESSD8401,24,22,22,2,0,0.07,422.59,0.41,0.05,0.01,0.07,8.75,61.05,0.03,0.15,0.03
2025-12-12,CMP_COV_BGP_ESSD8401,557,486,676,71,190,2.27,422.72,0.85,0.07,0.11,1.91,6.46,94.94,0.03,0.1,0.02
2025-12-12,CMP_MKT_BGPURGENCIAS_ESSD8401,20,16,88,4,72,0.38,416.83,3.58,0.18,0.01,0.15,9.72,82.11,0.04,0.11,0.03
2025-12-12,CMP_MKT_BGP_ESSD8401,992,946,1355,46,409,2.15,424.74,3.26,0.02,0.09,1.77,2.45,99.14,0.04,0.1,0.04
2025-12-13,CMP_MKT_BGPURGENCIAS_ESSD8401,0,0,2,0,2,0.06,423.09,6.53,0.01,0.0,0.0,0.0,86.99,0.03,0.0,0.0
2025-12-15,CMP_COV_BGPURGENCIAS_ESSD8401,17,16,48,1,32,0.1,409.2,0.35,0.12,0.0,0.05,3.7,63.5,0.02,0.14,0.02
2025-12-15,CMP_COV_BGP_ESSD8401,666,512,609,154,97,2.28,427.7,0.28,0.28,0.12,2.05,19.83,73.34,0.04,0.1,0.02
2025-12-15,CMP_MKT_BGPURGENCIAS_ESSD8401,10,5,154,5,149,0.68,467.06,3.82,0.01,0.01,0.04,20.0,98.2,0.02,0.17,0.03
2025-12-15,CMP_MKT_BGP_ESSD8401,1426,1280,1865,146,585,2.52,458.29,3.58,0.03,0.11,2.05,5.82,97.98,0.04,0.08,0.03
2025-12-18,CMP_COV_BGPURGENCIAS_ESSD8401,15,10,32,5,22,0.09,386.26,0.0,0.07,0.0,0.04,17.04,54.57,0.03,0.0,0.03
2025-12-18,CMP_COV_BGP_ESSD8401,582,482,590,100,108,2.25,428.09,0.83,0.11,0.11,2.0,8.09,91.06,0.04,0.09,0.03
2025-12-18,CMP_MKT_BGPURGENCIAS_ESSD8401,13,11,274,2,263,0.94,528.28,4.87,0.02,0.01,0.06,8.33,97.81,0.02,0.11,0.02
2025-12-18,CMP_MKT_BGP_ESSD8401,1194,1121,1569,73,448,2.05,465.43,3.71,0.04,0.09,1.69,4.86,98.21,0.04,0.1,0.03
2025-12-19,CMP_COV_BGPURGENCIAS_ESSD8401,16,13,47,3,34,0.16,398.19,0.25,0.05,0.01,0.05,16.67,58.15,0.02,0.0,0.01
2025-12-19,CMP_COV_BGP_ESSD8401,377,359,511,18,152,1.98,417.08,1.32,0.11,0.04,1.67,2.12,87.15,0.05,0.04,0.02
2025-12-19,CMP_MKT_BGPURGENCIAS_ESSD8401,14,13,411,1,398,0.8,481.28,5.47,0.01,0.0,0.05,2.78,95.49,0.02,0.06,0.01
2025-12-19,CMP_MKT_BGP_ESSD8401,1105,1036,1411,69,374,2.07,435.36,3.12,0.04,0.09,1.72,4.33,98.19,0.04,0.1,0.03
2025-12-22,CMP_COV_BGPURGENCIAS_ESSD8401,24,18,41,6,23,0.12,402.27,0.54,0.05,0.01,0.08,12.83,71.69,0.04,0.17,0.03
2025-12-22,CMP_COV_BGP_ESSD8401,461,384,542,77,158,1.8,414.48,1.09,0.12,0.07,1.54,6.87,82.84,0.03,0.08,0.02
2025-12-22,CMP_MKT_BGPURGENCIAS_ESSD8401,15,13,456,2,443,0.74,519.2,6.69,0.01,0.0,0.07,1.67,96.15,0.02,0.05,0.02
2025-12-22,CMP_MKT_BGP_ESSD8401,1384,1287,1753,97,466,2.62,457.64,3.2,0.03,0.12,2.2,6.23,98.35,0.04,0.1,0.03
2025-12-23,CMP_COV_BGPURGENCIAS_ESSD8401,16,15,42,1,27,0.12,423.11,0.42,0.07,0.0,0.06,4.17,70.77,0.03,0.12,0.03
2025-12-23,CMP_COV_BGP_ESSD8401,483,410,560,73,150,2.02,443.46,0.98,0.06,0.09,1.72,6.69,85.71,0.03,0.07,0.02
2025-12-23,CMP_MKT_BGPURGENCIAS_ESSD8401,20,18,127,2,109,0.33,510.58,5.94,0.01,0.0,0.1,2.53,92.82,0.03,0.03,0.01
2025-12-23,CMP_MKT_BGP_ESSD8401,1242,1179,2014,63,834,2.17,469.78,3.9,0.03,0.08,1.63,2.95,98.09,0.04,0.08,0.03
2025-12-24,CMP_COV_BGPURGENCIAS_ESSD8401,19,14,31,5,17,0.08,408.33,0.56,0.09,0.0,0.05,16.67,61.51,0.03,0.16,0.03
2025-12-24,CMP_COV_BGP_ESSD8401,252,213,355,39,142,1.19,429.87,1.09,0.12,0.04,0.96,8.4,85.71,0.03,0.08,0.02
2025-12-24,CMP_MKT_BGPURGENCIAS_ESSD8401,9,8,78,1,70,0.51,458.48,2.54,0.01,0.01,0.12,8.33,96.75,0.04,0.1,0.03
2025-12-24,CMP_MKT_BGP_ESSD8401,427,380,1277,47,897,1.11,466.02,4.66,0.02,0.03,0.58,8.99,92.35,0.04,0.0,0.03
2025-12-26,CMP_COV_BGPURGENCIAS_ESSD8401,14,12,24,2,12,0.08,389.1,1.06,0.06,0.0,0.04,18.75,51.71,0.03,0.0,0.02
2025-12-26,CMP_COV_BGP_ESSD8401,403,324,487,79,163,1.77,420.59,1.43,0.06,0.07,1.46,8.41,78.06,0.03,0.07,0.02
2025-12-26,CMP_MKT_BGPURGENCIAS_ESSD8401,15,14,159,1,145,0.82,539.34,5.47,0.0,0.01,0.24,3.57,99.33,0.04,0.06,0.03
2025-12-26,CMP_MKT_BGP_ESSD8401,674,644,1428,30,784,1.59,433.42,4.53,0.02,0.05,1.04,2.61,97.36,0.03,0.07,0.02
2025-12-29,CMP_COV_BGPURGENCIAS_ESSD8401,25,22,130,3,108,0.27,438.61,0.99,0.17,0.01,0.08,9.9,68.9,0.03,0.18,0.03
2025-12-29,CMP_COV_BGP_ESSD8401,558,457,711,101,254,2.58,446.37,1.52,0.16,0.09,2.1,8.22,95.2,0.03,0.07,0.02
2025-12-29,CMP_MKT_BGPURGENCIAS_ESSD8401,20,18,187,2,169,0.7,523.69,5.05,0.0,0.01,0.14,5.33,99.01,0.03,0.06,0.02
2025-12-29,CMP_MKT_BGP_ESSD8401,1270,1177,1916,93,739,2.88,477.89,3.85,0.04,0.1,2.26,4.54,98.34,0.04,0.08,0.03
2025-12-30,CMP_COV_BGPURGENCIAS_ESSD8401,28,26,87,2,61,0.21,401.84,1.54,0.05,0.01,0.08,13.33,67.93,0.03,0.0,0.03
2025-12-30,CMP_COV_BGP_ESSD8401,505,430,615,75,185,2.29,435.94,1.21,0.08,0.08,1.89,6.38,83.29,0.03,0.07,0.02
2025-12-30,CMP_MKT_BGPURGENCIAS_ESSD8401,13,11,299,2,288,0.89,539.39,6.71,0.03,0.0,0.07,2.6,88.44,0.04,0.07,0.03
2025-12-30,CMP_MKT_BGP_ESSD8401,1011,951,1651,60,700,2.39,468.52,3.94,0.02,0.08,1.79,2.86,97.27,0.03,0.08,0.03
2025-12-31,CMP_COV_BGPURGENCIAS_ESSD8401,11,10,60,1,50,0.18,405.52,1.2,0.04,0.0,0.08,7.14,72.88,0.06,0.15,0.06
2025-12-31,CMP_COV_BGP_ESSD8401,249,229,307,20,78,1.11,456.19,1.87,0.1,0.03,0.91,5.2,74.33,0.06,0.07,0.03
2025-12-31,CMP_MKT_BGPURGENCIAS_ESSD8401,12,11,260,1,249,0.67,501.75,5.52,0.0,0.0,0.07,2.38,99.29,0.02,0.05,0.01
2025-12-31,CMP_MKT_BGP_ESSD8401,408,378,1178,30,800,1.51,471.35,4.42,0.04,0.04,0.89,3.28,97.45,0.03,0.07,0.03
2026-01-02,CMP_COV_BGPURGENCIAS_ESSD8401,19,15,137,4,122,0.24,384.78,1.33,0.09,0.0,0.06,22.73,51.0,0.03,0.0,0.03
2026-01-02,CMP_COV_BGP_ESSD8401,495,399,634,96,235,1.81,407.33,1.71,0.14,0.07,1.47,9.3,86.41,0.03,0.09,0.03
2026-01-02,CMP_MKT_BGPURGENCIAS_ESSD8401,16,15,318,1,303,0.93,426.06,4.26,0.0,0.01,0.11,1.85,99.06,0.02,0.06,0.03
2026-01-02,CMP_MKT_BGP_ESSD8401,730,695,1288,35,593,1.83,423.62,4.12,0.03,0.06,1.36,2.03,97.16,0.04,0.07,0.03
2026-01-05,CMP_COV_BGPURGENCIAS_ESSD8401,30,28,147,2,119,0.35,410.27,1.01,0.07,0.01,0.16,14.81,77.12,0.05,0.12,0.04
2026-01-05,CMP_COV_BGP_ESSD8401,422,364,512,58,148,2.48,435.81,0.57,0.08,0.1,2.07,22.42,85.42,0.04,0.11,0.03
2026-01-05,CMP_MKT_BGPURGENCIAS_ESSD8401,17,16,164,1,148,0.75,466.44,3.73,0.0,0.01,0.18,3.33,98.67,0.03,0.09,0.03
2026-01-05,CMP_MKT_BGP_ESSD8401,879,804,1962,75,1158,1.83,468.09,4.48,0.02,0.06,1.16,6.75,95.41,0.03,0.07,0.03
2026-01-07,CMP_COV_BGPURGENCIAS_ESSD8401,20,18,55,2,37,0.12,406.03,1.03,0.13,0.0,0.05,10.0,52.46,0.03,0.13,0.03
2026-01-07,CMP_COV_BGP_ESSD8401,823,702,875,121,172,2.73,403.9,0.31,0.17,0.11,2.42,9.09,88.15,0.04,0.1,0.03
2026-01-07,CMP_MKT_BGPURGENCIAS_ESSD8401,19,17,187,2,170,0.9,484.71,4.1,0.36,0.01,0.19,4.5,87.53,0.03,0.08,0.03
2026-01-07,CMP_MKT_BGP_ESSD8401,1396,1241,1995,155,754,2.64,469.16,4.06,0.02,0.1,2.03,6.34,99.1,0.04,0.09,0.03
2026-01-08,CMP_COV_BGPURGENCIAS_ESSD8401,21,18,56,3,38,0.17,391.52,0.89,0.07,0.01,0.08,23.81,62.22,0.02,0.0,0.02
2026-01-08,CMP_COV_BGP_ESSD8401,794,684,867,110,183,2.92,395.5,0.68,0.05,0.12,2.57,8.18,90.75,0.04,0.09,0.03
2026-01-08,CMP_MKT_BGPURGENCIAS_ESSD8401,10,9,80,1,71,0.34,472.02,4.64,0.04,0.0,0.08,2.5,82.87,0.02,0.06,0.02
2026-01-08,CMP_MKT_BGP_ESSD8401,1313,1229,1972,84,743,2.39,457.38,4.05,0.04,0.08,1.84,6.85,93.46,0.03,0.08,0.03
2026-01-09,CMP_COV_BGPURGENCIAS_ESSD8401,17,16,51,1,35,0.23,374.86,0.13,0.17,0.01,0.06,2.38,73.11,0.03,0.12,0.02
2026-01-09,CMP_COV_BGP_ESSD8401,680,591,765,89,174,2.64,403.42,0.09,0.1,0.1,2.34,7.56,93.02,0.04,0.09,0.03
2026-01-09,CMP_MKT_BGPURGENCIAS_ESSD8401,15,13,99,2,86,0.58,417.57,3.11,0.07,0.01,0.14,5.0,90.57,0.03,0.07,0.02
2026-01-09,CMP_MKT_BGP_ESSD8401,1066,1009,1805,57,796,2.13,413.42,3.86,0.02,0.07,1.59,4.6,96.82,0.03,0.07,0.03
2026-01-12,CMP_COV_BGPURGENCIAS_ESSD8401,20,17,48,3,31,0.12,445.24,0.85,0.04,0.01,0.05,16.67,78.58,0.03,0.17,0.02
2026-01-12,CMP_COV_BGP_ESSD8401,482,372,529,110,156,1.7,436.6,1.33,0.07,0.1,1.45,24.85,73.75,0.03,0.08,0.02
2026-01-12,CMP_MKT_BGPURGENCIAS_ESSD8401,14,12,232,2,220,0.83,465.71,4.25,0.24,0.01,0.08,7.0,87.53,0.02,0.07,0.01
2026-01-12,CMP_MKT_BGP_ESSD8401,1745,1628,2474,117,846,2.54,459.53,3.84,0.03,0.11,1.98,4.05,95.67,0.03,0.09,0.03
2026-01-13,CMP_COV_BGPURGENCIAS_ESSD8401,27,21,49,6,28,0.13,434.69,0.2,0.07,0.01,0.07,17.08,71.57,0.03,0.16,0.02
2026-01-13,CMP_COV_BGP_ESSD8401,619,481,596,138,115,2.01,411.91,0.16,0.09,0.11,1.79,16.16,77.71,0.03,0.08,0.02
2026-01-13,CMP_MKT_BGPURGENCIAS_ESSD8401,17,12,129,5,117,0.51,462.79,3.41,0.01,0.01,0.08,32.0,95.78,0.03,0.0,0.02
2026-01-13,CMP_MKT_BGP_ESSD8401,1469,1390,2171,79,779,2.24,462.33,4.43,0.02,0.08,1.71,2.93,97.48,0.04,0.07,0.03
2026-01-14,CMP_COV_BGPURGENCIAS_ESSD8401,21,18,52,3,34,0.09,401.3,0.29,0.08,0.01,0.05,8.67,66.44,0.03,0.16,0.03
2026-01-14,CMP_COV_BGP_ESSD8401,449,419,513,30,94,1.99,415.4,1.01,0.09,0.08,1.81,3.23,88.21,0.03,0.06,0.03
2026-01-14,CMP_MKT_BGPURGENCIAS_ESSD8401,17,11,146,6,135,0.71,459.62,3.29,0.02,0.01,0.13,32.08,97.94,0.03,0.28,0.03
2026-01-14,CMP_MKT_BGP_ESSD8401,1463,1391,2186,72,794,2.34,461.91,3.73,0.02,0.09,1.81,6.2,95.41,0.03,0.07,0.03
2026-01-15,CMP_COV_BGPURGENCIAS_ESSD8401,17,15,53,2,38,0.12,403.89,0.05,0.06,0.0,0.04,6.48,62.2,0.03,0.13,0.03
2026-01-15,CMP_COV_BGP_ESSD8401,453,416,503,37,87,2.3,407.07,0.07,0.08,0.08,2.08,13.87,85.6,0.04,0.06,0.03
2026-01-15,CMP_MKT_BGPURGENCIAS_ESSD8401,11,9,65,2,56,0.27,428.87,4.23,0.02,0.01,0.09,5.0,88.4,0.03,0.06,0.02
2026-01-15,CMP_MKT_BGP_ESSD8401,1384,1299,1966,85,666,2.43,462.11,4.15,0.03,0.1,1.94,4.42,97.76,0.03,0.09,0.03
2026-01-16,CMP_COV_BGPURGENCIAS_ESSD8401,23,18,51,5,33,0.17,391.37,0.77,0.06,0.01,0.07,16.67,62.43,0.04,0.21,0.03
2026-01-16,CMP_COV_BGP_ESSD8401,360,328,422,32,94,2.06,388.02,1.61,0.09,0.08,1.8,4.09,85.64,0.03,0.08,0.03
2026-01-16,CMP_MKT_BGPURGENCIAS_ESSD8401,19,18,134,1,116,0.61,515.7,5.47,0.0,0.01,0.18,2.0,99.34,0.03,0.05,0.02
2026-01-16,CMP_MKT_BGP_ESSD8401,1294,1193,1877,101,684,2.33,440.01,4.13,0.02,0.09,1.82,5.71,98.61,0.03,0.08,0.03
2026-01-19,CMP_COV_BGPURGENCIAS_ESSD8401,25,17,58,8,41,0.1,420.88,0.92,0.11,0.01,0.04,24.07,55.05,0.02,0.22,0.02
2026-01-19,CMP_COV_BGP_ESSD8401,680,585,647,95,60,3.25,400.84,0.56,0.16,0.15,3.02,8.2,88.15,0.04,0.08,0.03
2026-01-19,CMP_MKT_BGPURGENCIAS_ESSD8401,12,12,176,0,164,0.49,527.38,6.6,0.06,0.0,0.05,0.0,83.68,0.03,0.08,0.02
2026-01-19,CMP_MKT_BGP_ESSD8401,1457,1311,1819,146,506,2.51,465.22,4.56,0.03,0.1,2.1,9.9,93.09,0.04,0.0,0.03
2026-01-20,CMP_COV_BGPURGENCIAS_ESSD8401,22,17,43,5,26,0.12,426.25,0.62,0.03,0.01,0.05,16.67,74.97,0.02,0.2,0.02
2026-01-20,CMP_COV_BGP_ESSD8401,570,519,603,51,84,2.4,422.9,1.12,0.19,0.08,2.2,4.24,80.47,0.04,0.05,0.03
2026-01-20,CMP_MKT_BGPURGENCIAS_ESSD8401,18,17,345,1,328,0.73,592.68,6.96,0.0,0.0,0.08,1.25,91.86,0.02,0.02,0.01
2026-01-20,CMP_MKT_BGP_ESSD8401,1425,1297,1652,128,354,2.96,476.35,4.02,0.02,0.13,2.57,5.22,98.35,0.04,0.1,0.04
2026-01-21,CMP_COV_BGPURGENCIAS_ESSD8401,22,21,51,1,30,0.1,419.6,0.43,0.05,0.0,0.06,3.33,68.01,0.03,0.12,0.03
2026-01-21,CMP_COV_BGP_ESSD8401,622,547,640,75,93,1.84,445.25,1.13,0.07,0.08,1.66,16.84,72.44,0.03,0.0,0.02
2026-01-21,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,156,0,149,0.38,568.33,7.09,0.0,0.0,0.07,0.0,92.69,0.03,0.03,0.02
2026-01-21,CMP_MKT_BGP_ESSD8401,1424,1304,1789,120,485,2.4,475.14,4.12,0.03,0.11,2.0,8.9,90.98,0.03,0.09,0.03
2026-01-22,CMP_COV_BGPURGENCIAS_ESSD8401,23,20,53,3,33,0.13,395.23,0.34,0.04,0.01,0.06,10.0,64.14,0.03,0.15,0.02
2026-01-22,CMP_COV_BGP_ESSD8401,569,511,588,58,76,2.15,401.45,1.29,0.06,0.09,1.96,12.4,92.11,0.04,0.0,0.0
2026-01-22,CMP_MKT_BGPURGENCIAS_ESSD8401,15,13,107,2,94,0.32,476.88,4.72,0.01,0.0,0.05,8.33,89.99,0.02,0.07,0.01
2026-01-22,CMP_MKT_BGP_ESSD8401,1275,1187,1806,88,619,2.51,476.74,4.4,0.04,0.1,1.99,3.37,98.11,0.03,0.07,0.03
2026-01-23,CMP_COV_BGPURGENCIAS_ESSD8401,14,11,60,3,49,0.15,412.04,1.5,0.03,0.0,0.04,7.5,74.78,0.03,0.16,0.03
2026-01-23,CMP_COV_BGP_ESSD8401,526,478,597,48,119,2.48,399.84,1.35,0.08,0.08,2.21,4.28,95.56,0.04,0.07,0.03
2026-01-23,CMP_MKT_BGPURGENCIAS_ESSD8401,19,17,208,2,191,0.56,470.57,4.74,0.01,0.01,0.08,3.57,91.79,0.02,0.07,0.01
2026-01-23,CMP_MKT_BGP_ESSD8401,1128,1021,1523,107,502,2.31,433.3,3.62,0.04,0.09,1.82,5.26,97.8,0.04,0.08,0.03
2026-01-26,CMP_COV_BGPURGENCIAS_ESSD8401,20,14,48,6,34,0.12,405.54,0.42,0.16,0.0,0.06,15.0,68.37,0.04,0.15,0.04
2026-01-26,CMP_COV_BGP_ESSD8401,766,640,758,126,118,2.06,427.4,1.37,0.18,0.09,1.86,6.93,79.48,0.04,0.07,0.03
2026-01-26,CMP_MKT_BGPURGENCIAS_ESSD8401,17,16,110,1,94,0.41,486.85,4.78,0.0,0.01,0.09,2.5,98.71,0.02,0.07,0.02
2026-01-26,CMP_MKT_BGP_ESSD8401,1469,1375,2100,94,725,2.68,457.23,3.83,0.05,0.11,2.11,5.39,96.16,0.04,0.09,0.03
2026-01-27,CMP_COV_BGPURGENCIAS_ESSD8401,19,14,51,5,37,0.14,409.44,0.59,0.11,0.01,0.04,16.04,53.58,0.03,0.22,0.02
2026-01-27,CMP_COV_BGP_ESSD8401,578,525,670,53,145,2.51,435.18,1.85,0.16,0.08,2.19,4.71,86.45,0.04,0.06,0.03
2026-01-27,CMP_MKT_BGPURGENCIAS_ESSD8401,17,16,84,1,68,0.35,499.04,5.0,0.01,0.01,0.11,3.33,96.93,0.03,0.07,0.02
2026-01-27,CMP_MKT_BGP_ESSD8401,1434,1356,2042,78,685,2.6,463.26,3.81,0.04,0.1,2.02,6.28,95.2,0.03,0.08,0.03
2026-01-28,CMP_COV_BGPURGENCIAS_ESSD8401,9,8,39,1,31,0.07,377.14,0.73,0.09,0.0,0.02,11.11,40.86,0.02,0.0,0.02
2026-01-28,CMP_COV_BGP_ESSD8401,520,488,632,32,144,1.97,411.97,1.83,0.08,0.06,1.69,3.6,86.03,0.03,0.05,0.02
2026-01-28,CMP_MKT_BGPURGENCIAS_ESSD8401,32,28,63,4,35,0.47,518.19,4.4,0.01,0.01,0.28,11.11,98.07,0.03,0.16,0.03
2026-01-28,CMP_MKT_BGP_ESSD8401,1404,1329,1939,75,610,2.51,454.35,4.1,0.02,0.09,2.0,3.13,99.1,0.04,0.08,0.03
2026-01-29,CMP_COV_BGPURGENCIAS_ESSD8401,17,16,49,1,33,0.14,394.0,0.28,0.14,0.0,0.06,5.56,60.55,0.04,0.14,0.03
2026-01-29,CMP_COV_BGP_ESSD8401,627,560,673,67,113,2.02,413.45,0.82,0.19,0.07,1.82,5.38,83.31,0.04,0.07,0.03
2026-01-29,CMP_MKT_BGPURGENCIAS_ESSD8401,11,10,257,1,247,0.53,570.19,7.33,0.01,0.0,0.03,1.43,97.53,0.02,0.04,0.01
2026-01-29,CMP_MKT_BGP_ESSD8401,1315,1235,1686,80,451,2.54,467.25,3.24,0.03,0.1,2.09,3.35,96.24,0.04,0.1,0.03
2026-01-30,CMP_COV_BGPURGENCIAS_ESSD8401,19,17,63,2,46,0.19,354.15,0.44,0.09,0.01,0.05,10.42,55.79,0.03,0.14,0.03
2026-01-30,CMP_COV_BGP_ESSD8401,491,439,635,52,196,2.08,393.0,1.28,0.08,0.06,1.75,4.39,85.24,0.03,0.05,0.02
2026-01-30,CMP_MKT_BGPURGENCIAS_ESSD8401,12,11,249,1,238,0.48,509.89,5.98,0.14,0.0,0.04,1.85,87.34,0.02,0.05,0.01
